date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:16:05	64832/64832	---MCZ	200	added ('OK')	text/css	etag:W/%221e4fa3-12c98-523e8f935f100%22	http://wedesignthemes.com/html/redart/default/css/responsive.css	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/css/responsive.css	(from http://wedesignthemes.com/html/redart/default/)
12:16:06	14070/14070	---MCZ	200	added ('OK')	text/css	etag:W/%221e4fa7-3c4e-523c373cd9100%22	http://wedesignthemes.com/html/redart/default/dark/dark.css	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/dark/dark.css	(from http://wedesignthemes.com/html/redart/default/)
12:16:06	23739/23739	---M-Z	200	added ('OK')	text/css	etag:%221e4f9e-5cbb-513e9d9af3800%22	http://wedesignthemes.com/html/redart/default/css/font-awesome.min.css	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/css/font-awesome.min.css	(from http://wedesignthemes.com/html/redart/default/)
12:16:06	14596/14596	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4fbc-3b92-5084e18e9cc80%22	http://wedesignthemes.com/html/redart/default/js/modernizr.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/modernizr.js	(from http://wedesignthemes.com/html/redart/default/)
12:16:07	20767/20767	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202015%2004:04:16%20GMT	http://wedesignthemes.com/html/redart/default/index.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/index-2.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:07	2227/2227	---M--	200	added ('OK')	image/png	etag:%221e504e-8b3-52388719a1100%22	http://wedesignthemes.com/html/redart/default/images/logo.png	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/logo.png	(from http://wedesignthemes.com/html/redart/default/)
12:16:08	9424/9424	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2002:32:46%20GMT	http://wedesignthemes.com/html/redart/default/about.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/about.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:09	11754/11754	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202015%2004:04:08%20GMT	http://wedesignthemes.com/html/redart/default/gallery.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/gallery.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:09	13428/13428	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202015%2004:04:08%20GMT	http://wedesignthemes.com/html/redart/default/gallery-detail.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/gallery-detail.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:10	15417/15417	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202015%2004:04:08%20GMT	http://wedesignthemes.com/html/redart/default/gallery-detail-with-lhs.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/gallery-detail-with-lhs.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:11	15467/15467	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202015%2004:04:08%20GMT	http://wedesignthemes.com/html/redart/default/gallery-detail-with-rhs.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/gallery-detail-with-rhs.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:11	18731/18731	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/shop.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/shop.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:12	12407/12407	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/shop-detail.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/shop-detail.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:12	9222/9222	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/shop-cart.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/shop-cart.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:13	20006/20006	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/shop-checkout.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/shop-checkout.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:14	15532/15532	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/blog.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/blog.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:14	17046/17046	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/blog-detail.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/blog-detail.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:15	19310/19310	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/blog-detail-with-lhs.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/blog-detail-with-lhs.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:17	19315/19315	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/blog-detail-with-rhs.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/blog-detail-with-rhs.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:18	11018/11018	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/contact.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/contact.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:19	12076/12076	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/progressbar.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/progressbar.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:19	14564/14564	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/buttons.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/buttons.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:20	18350/18350	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2006:32:14%20GMT	http://wedesignthemes.com/html/redart/default/tabs.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/tabs.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:20	16696/16696	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/typography.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/typography.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:21	26440/26440	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	http://wedesignthemes.com/html/redart/default/columns.html	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/columns.html	(from http://wedesignthemes.com/html/redart/default/)
12:16:24	50189/50189	---M--	200	added ('OK')	image/jpeg	etag:%2220904a-c40d-5217c32f2fd80%22	http://wedesignthemes.com/html/redart/default/images/portfolio-images/img-1.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/portfolio-images/img-1.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:16:29	48084/48084	---M--	200	added ('OK')	image/jpeg	etag:%2220904d-bbd4-5238753f9f300%22	http://wedesignthemes.com/html/redart/default/images/portfolio-images/img-3.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/portfolio-images/img-3.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:16:34	70832/70832	---M--	200	added ('OK')	image/jpeg	etag:%2220903e-114b0-5238754187780%22	http://wedesignthemes.com/html/redart/default/images/portfolio-images/img-4.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/portfolio-images/img-4.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:16:44	143594/143594	---M--	200	added ('OK')	image/jpeg	etag:%22209041-230ea-5238754187780%22	http://wedesignthemes.com/html/redart/default/images/portfolio-images/img-2.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/portfolio-images/img-2.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:16:44	128589/128589	---M--	200	added ('OK')	image/jpeg	etag:%2220904f-1f64d-5238754558080%22	http://wedesignthemes.com/html/redart/default/images/portfolio-images/img-5.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/portfolio-images/img-5.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:16:56	165581/165581	---M--	200	added ('OK')	image/jpeg	etag:%2220904e-286cd-523875436fc00%22	http://wedesignthemes.com/html/redart/default/images/portfolio-images/img-6.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/portfolio-images/img-6.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:16:58	80928/80928	---M--	200	added ('OK')	image/jpeg	etag:%22209048-13c20-5238753615c80%22	http://wedesignthemes.com/html/redart/default/images/portfolio-images/img-9.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/portfolio-images/img-9.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:17:06	195728/195728	---M--	200	added ('OK')	image/jpeg	etag:%2220903d-2fc90-523875342d800%22	http://wedesignthemes.com/html/redart/default/images/portfolio-images/img-7.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/portfolio-images/img-7.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:17:15	193618/193618	---M--	200	added ('OK')	image/jpeg	etag:%2220904b-2f452-5238753615c80%22	http://wedesignthemes.com/html/redart/default/images/portfolio-images/img-8.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/portfolio-images/img-8.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:17:23	166940/166940	---M--	200	added ('OK')	image/jpeg	etag:%22209030-28c1c-5217bb7544300%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img1.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img1.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:17:23	105475/105475	---M--	200	added ('OK')	image/jpeg	etag:%22209035-19c03-5217bbde2ba80%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img3.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img3.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:17:23	160821/160821	---M--	200	added ('OK')	image/jpeg	etag:%22209032-27435-5217bbb9ee500%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img2.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img2.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:17:39	151908/151908	---M--	200	added ('OK')	image/jpeg	etag:%22209034-25164-5217bbe5ccc80%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img4.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img4.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:17:42	119516/119516	---M--	200	added ('OK')	image/jpeg	etag:%22209036-1d2dc-5217bbed6de80%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img5.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img5.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:17:50	158439/158439	---M--	200	added ('OK')	image/jpeg	etag:%22209038-26ae7-5217bc26a6580%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img7.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img7.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:03	147911/147911	---M--	200	added ('OK')	image/jpeg	etag:%2220902e-241c7-5217bc2e47780%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img8.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img8.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:04	253811/253811	---M--	200	added ('OK')	image/jpeg	etag:%2220902d-3df73-5217bc1d1cf00%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img6.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img6.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:08	160362/160362	---M--	200	added ('OK')	image/jpeg	etag:%2220903a-2726a-5217bc3400500%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img9.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img9.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:16	46261/46261	---M--	200	added ('OK')	image/jpeg	etag:%22209031-b4b5-5217bc6b50780%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img13.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img13.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:20	190652/190652	---M--	200	added ('OK')	image/jpeg	etag:%22209033-2e8bc-5217bc415a480%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img10.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img10.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:34	187394/187394	---M--	200	added ('OK')	image/jpeg	etag:%22209037-2dc02-5217bc4ae3b00%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img11.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img11.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:36	197485/197485	---M--	200	added ('OK')	image/jpeg	etag:%2220902c-3036d-5217bc546d180%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img12.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img12.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:39	140721/140721	---M--	200	added ('OK')	image/jpeg	etag:%22209039-225b1-5217bc9917380%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img14.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img14.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:39	14844/14844	---M--	200	added ('OK')	image/jpeg	etag:%221e501a-39fc-523888080c380%22	http://wedesignthemes.com/html/redart/default/images/frame-img1.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/frame-img1.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:42	11189/11189	---M--	200	added ('OK')	image/jpeg	etag:%221e5009-2bb5-5238882a61480%22	http://wedesignthemes.com/html/redart/default/images/frame-img3.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/frame-img3.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:42	19630/19630	---M--	200	added ('OK')	image/jpeg	etag:%221e504b-4cae-5217d09681d00%22	http://wedesignthemes.com/html/redart/default/images/frame-img2.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/frame-img2.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:46	19165/19165	---M--	200	added ('OK')	image/jpeg	etag:%221e5050-4add-523888563fc00%22	http://wedesignthemes.com/html/redart/default/images/frame-img5.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/frame-img5.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:52	198145/198145	---M--	200	added ('OK')	image/jpeg	etag:%2220902f-30601-5217bcb984000%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img15.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img15.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:53	127010/127010	---M--	200	added ('OK')	image/jpeg	etag:%2220903b-1f022-5238816c3ac00%22	http://wedesignthemes.com/html/redart/default/images/blog-images/blog-img16.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/blog-images/blog-img16.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:53	71415/71415	---M--	200	added ('OK')	image/jpeg	etag:%221e503c-116f7-5238883d74180%22	http://wedesignthemes.com/html/redart/default/images/frame-img4.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/frame-img4.jpg	(from http://wedesignthemes.com/html/redart/default/)
12:18:54	908/908	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4fae-82f-505858c0ced80%22	http://wedesignthemes.com/html/redart/default/js/jquery.inview.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/jquery.inview.js	(from http://wedesignthemes.com/html/redart/default/)
12:18:54	1202/1202	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4fb4-7b1-4f9425af4e800%22	http://wedesignthemes.com/html/redart/default/js/jquery.viewport.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/jquery.viewport.js	(from http://wedesignthemes.com/html/redart/default/)
12:18:55	16860/16860	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4fb2-41dc-50f02730aeb80%22	http://wedesignthemes.com/html/redart/default/js/jquery.isotope.min.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/jquery.isotope.min.js	(from http://wedesignthemes.com/html/redart/default/)
12:18:56	24104/24104	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4fb0-5f3b-51a2ee1671400%22	http://wedesignthemes.com/html/redart/default/js/jsplugins.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/jsplugins.js	(from http://wedesignthemes.com/html/redart/default/)
12:18:57	21223/21223	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4fb7-5402-51567c71dff80%22	http://wedesignthemes.com/html/redart/default/js/jquery.prettyPhoto.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/jquery.prettyPhoto.js	(from http://wedesignthemes.com/html/redart/default/)
12:18:58	4420/4420	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4fbe-1497-514ac4c626300%22	http://wedesignthemes.com/html/redart/default/js/jquery.tipTip.minified.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/jquery.tipTip.minified.js	(from http://wedesignthemes.com/html/redart/default/)
12:18:58	21069/21069	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4fad-524d-514ac4c626300%22	http://wedesignthemes.com/html/redart/default/js/jquery.validate.min.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/jquery.validate.min.js	(from http://wedesignthemes.com/html/redart/default/)
12:18:58	95931/95931	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4fb6-176bb-5154aa0609280%22	http://wedesignthemes.com/html/redart/default/js/jquery-1.11.2.min.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/jquery-1.11.2.min.js	(from http://wedesignthemes.com/html/redart/default/)
12:18:59	19329/19329	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4fbb-4b81-4d9da5e989b00%22	http://wedesignthemes.com/html/redart/default/js/jquery.bxslider.min.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/jquery.bxslider.min.js	(from http://wedesignthemes.com/html/redart/default/)
12:18:59	6597/6597	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4fc1-1e80-522bfcef7d680%22	http://wedesignthemes.com/html/redart/default/js/controlpanel.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/controlpanel.js	(from http://wedesignthemes.com/html/redart/default/)
12:18:59	1117/1117	---MCZ	200	added ('OK')	text/css	etag:W/%221e4fa6-472-5238895204e00%22	http://wedesignthemes.com/html/redart/default/css/reset.css	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/css/reset.css	(from http://wedesignthemes.com/html/redart/default/style.css)
12:18:59	21320/21320	---MCZ	200	added ('OK')	text/javascript	etag:W/%221e4faf-737e-523e875207700%22	http://wedesignthemes.com/html/redart/default/js/custom.js	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/js/custom.js	(from http://wedesignthemes.com/html/redart/default/)
12:18:59	114644/114644	---M--	200	added ('OK')	image/png	etag:%221e5045-1bfd4-5221b9da74600%22	http://wedesignthemes.com/html/redart/default/images/about.png	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/about.png	(from http://wedesignthemes.com/html/redart/default/)
12:19:00	1676/1676	---M--	200	added ('OK')	x-font/eot	etag:%221e4fc5-68c-4ec96c1972400%22	http://wedesignthemes.com/html/redart/default/fonts/star.eot	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/fonts/star.eot	(from http://wedesignthemes.com/html/redart/default/style.css)
12:19:00	1676/1676	---M--	200	added ('OK')	x-font/eot	etag:%221e4fc5-68c-4ec96c1972400%22	http://wedesignthemes.com/html/redart/default/fonts/star.eot?	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/fonts/stard41d.eot	(from http://wedesignthemes.com/html/redart/default/style.css)
12:19:01	1304/1304	---M--	200	added ('OK')	x-font/woff	etag:%221e4fce-518-4ec96c1972400%22	http://wedesignthemes.com/html/redart/default/fonts/star.woff	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/fonts/star.woff	(from http://wedesignthemes.com/html/redart/default/style.css)
12:19:01	1512/1512	---M--	200	added ('OK')	x-font/ttf	etag:%221e4fcc-5e8-4ec96c1972400%22	http://wedesignthemes.com/html/redart/default/fonts/star.ttf	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/fonts/star.ttf	(from http://wedesignthemes.com/html/redart/default/style.css)
12:19:02	1391/1391	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221e4fc6-56f-4ec96c1972400%22	http://wedesignthemes.com/html/redart/default/fonts/star.svg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/fonts/star.svg	(from http://wedesignthemes.com/html/redart/default/style.css)
12:19:03	38181/38181	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jun%202019%2006:49:04%20GMT	http://wedesignthemes.com/html/redart/default/images/splitter.png	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/splitter.png	(from http://wedesignthemes.com/html/redart/default/style.css)
12:19:04	38186/38186	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jun%202019%2006:49:06%20GMT	http://wedesignthemes.com/html/redart/default/images/parallax-img.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/parallax-img.jpg	(from http://wedesignthemes.com/html/redart/default/style.css)
12:19:05	38191/38191	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jun%202019%2006:49:07%20GMT	http://wedesignthemes.com/html/redart/default/images/parallax-img-dark.jpg	C:/My%20Web%20Sites/Red%20art/wedesignthemes.com/html/redart/default/images/parallax-img-dark.jpg	(from http://wedesignthemes.com/html/redart/default/style.css)
